Names: Derek Hildebrandt, Jesus Gonzalez, Christianna Powell
Group: Group 3
Date: June 18, 2015
SectionB: DA Pattern Matching - Genes
Gene 1309: Start: 186563 End: 186572 

Gene 1310: Start: 186919 End: 186961 

Gene 1311: Start: 186969 End: 187029 

Gene 1312: Start: 187036 End: 187048 

Gene 1313: Start: 187121 End: 187124 

Gene 1314: Start: 187170 End: 187293 

Gene 1315: Start: 187315 End: 187321 

Gene 1316: Start: 187377 End: 187452 

Gene 1317: Start: 187463 End: 187640 

Gene 1318: Start: 187691 End: 187733 

Gene 1319: Start: 187841 End: 187844 

Gene 1320: Start: 187935 End: 187953 

Gene 1321: Start: 188049 End: 188058 

Gene 1322: Start: 188263 End: 188317 

Gene 1323: Start: 188342 End: 188417 

Gene 1324: Start: 188522 End: 188564 

Gene 1325: Start: 188589 End: 188703 

Gene 1326: Start: 188731 End: 188743 

Gene 1327: Start: 188828 End: 188834 

Gene 1328: Start: 188939 End: 188972 

Gene 1329: Start: 189057 End: 189084 

Gene 1330: Start: 189093 End: 189207 

Gene 1331: Start: 189649 End: 189712 

Gene 1332: Start: 189755 End: 189818 

Gene 1333: Start: 189914 End: 189968 

Gene 1334: Start: 190004 End: 190025 

Gene 1335: Start: 190047 End: 190137 

Gene 1336: Start: 190250 End: 190331 

Gene 1337: Start: 190489 End: 190507 

Gene 1338: Start: 190527 End: 190587 

Gene 1339: Start: 190650 End: 190656 

Gene 1340: Start: 190730 End: 190736 

Gene 1341: Start: 190751 End: 190775 

Gene 1342: Start: 190819 End: 190885 

Gene 1343: Start: 190957 End: 191059 

Gene 1344: Start: 191130 End: 191157 

Gene 1345: Start: 191173 End: 191194 

Gene 1346: Start: 191213 End: 191294 

Gene 1347: Start: 191332 End: 191338 

Gene 1348: Start: 191397 End: 191421 

Gene 1349: Start: 191530 End: 191548 

Gene 1350: Start: 191799 End: 191832 

Gene 1351: Start: 191913 End: 191928 

Gene 1352: Start: 192024 End: 192048 

Gene 1353: Start: 192077 End: 192209 

Gene 1354: Start: 192261 End: 192393 

Gene 1355: Start: 192430 End: 192511 

Gene 1356: Start: 192614 End: 192749 

Gene 1357: Start: 192773 End: 192818 

Gene 1358: Start: 192851 End: 192866 

Gene 1359: Start: 192916 End: 192958 

Gene 1360: Start: 193048 End: 193066 

Gene 1361: Start: 193081 End: 193129 

Gene 1362: Start: 193141 End: 193216 

Gene 1363: Start: 193284 End: 193377 

Gene 1364: Start: 193475 End: 193637 

Gene 1365: Start: 193700 End: 193754 

Gene 1366: Start: 193877 End: 193901 

Gene 1367: Start: 193939 End: 193963 

Gene 1368: Start: 193989 End: 194025 

Gene 1369: Start: 194073 End: 194187 

Gene 1370: Start: 194237 End: 194324 

Gene 1371: Start: 194370 End: 194388 

Gene 1372: Start: 194409 End: 194418 

Gene 1373: Start: 194452 End: 194464 

Gene 1374: Start: 194468 End: 194543 

Gene 1375: Start: 194561 End: 194684 

Gene 1376: Start: 194729 End: 194762 

Gene 1377: Start: 194843 End: 194852 

Gene 1378: Start: 194862 End: 195063 

Gene 1379: Start: 195089 End: 195164 

Gene 1380: Start: 195167 End: 195245 

Gene 1381: Start: 195284 End: 195293 

Gene 1382: Start: 195405 End: 195429 

Gene 1383: Start: 195458 End: 195503 

Gene 1384: Start: 195620 End: 195665 

Gene 1385: Start: 195699 End: 195726 

Gene 1386: Start: 195732 End: 195753 

Gene 1387: Start: 195761 End: 195818 

Gene 1388: Start: 195971 End: 196385 

Gene 1389: Start: 196405 End: 196456 

Gene 1390: Start: 196468 End: 196525 

Gene 1391: Start: 196568 End: 196577 

Gene 1392: Start: 196628 End: 196772 

Gene 1393: Start: 196800 End: 196818 

Gene 1394: Start: 196826 End: 197003 

Gene 1395: Start: 197071 End: 197119 

Gene 1396: Start: 197148 End: 197199 

Gene 1397: Start: 197404 End: 197464 

Gene 1398: Start: 197488 End: 197530 

Gene 1399: Start: 197576 End: 197648 

Gene 1400: Start: 197799 End: 197844 

Gene 1401: Start: 197893 End: 197902 

Gene 1402: Start: 197955 End: 197994 

Gene 1403: Start: 198110 End: 198176 

Gene 1404: Start: 198235 End: 198391 

Gene 1405: Start: 198407 End: 198443 

Gene 1406: Start: 198525 End: 198615 

Gene 1407: Start: 198719 End: 198809 

Gene 1408: Start: 198817 End: 198835 

Gene 1409: Start: 198947 End: 198950 

Gene 1410: Start: 198986 End: 199064 

Gene 1411: Start: 199095 End: 199182 

Gene 1412: Start: 199296 End: 199512 

Gene 1413: Start: 199590 End: 199752 

Gene 1414: Start: 199856 End: 199895 

Gene 1415: Start: 199915 End: 200008 

Gene 1416: Start: 200049 End: 200082 

Gene 1417: Start: 200089 End: 200251 

Gene 1418: Start: 200321 End: 200339 

Gene 1419: Start: 200371 End: 200407 

Gene 1420: Start: 200457 End: 200490 

Gene 1421: Start: 200698 End: 200815 

Gene 1422: Start: 200899 End: 200926 

Gene 1423: Start: 201058 End: 201100 

Gene 1424: Start: 201121 End: 201130 

Gene 1425: Start: 201154 End: 201235 

Gene 1426: Start: 201296 End: 201476 

Gene 1427: Start: 201571 End: 201736 

Gene 1428: Start: 201812 End: 201902 

Gene 1429: Start: 201926 End: 201995 

Gene 1430: Start: 202071 End: 202095 

Gene 1431: Start: 202175 End: 202223 

Gene 1432: Start: 202228 End: 202381 

Gene 1433: Start: 202433 End: 202541 

Gene 1434: Start: 202582 End: 202615 

Gene 1435: Start: 202624 End: 202678 

Gene 1436: Start: 202779 End: 202836 

Gene 1437: Start: 202927 End: 202939 

Gene 1438: Start: 202972 End: 203017 

Gene 1439: Start: 203066 End: 203072 

Gene 1440: Start: 203084 End: 203153 

Gene 1441: Start: 203270 End: 203444 

Gene 1442: Start: 203683 End: 203806 

Gene 1443: Start: 203812 End: 203839 

Gene 1444: Start: 203875 End: 203905 

Gene 1445: Start: 204008 End: 204050 

Gene 1446: Start: 204167 End: 204272 

Gene 1447: Start: 204307 End: 204403 

Gene 1448: Start: 204458 End: 204593 

Gene 1449: Start: 204694 End: 204784 

Gene 1450: Start: 204871 End: 204973 

Gene 1451: Start: 205030 End: 205114 

Gene 1452: Start: 205287 End: 205338 

Gene 1453: Start: 205405 End: 205429 

Gene 1454: Start: 205544 End: 205547 

Gene 1455: Start: 205708 End: 205723 

Gene 1456: Start: 205772 End: 205823 

Gene 1457: Start: 205970 End: 205994 

Gene 1458: Start: 206137 End: 206140 

Gene 1459: Start: 206145 End: 206175 

Gene 1460: Start: 206246 End: 206285 

Gene 1461: Start: 206362 End: 206386 

Gene 1462: Start: 206395 End: 206422 

Gene 1463: Start: 206542 End: 206674 

Gene 1464: Start: 206750 End: 206804 

Gene 1465: Start: 206897 End: 206957 

Gene 1466: Start: 206966 End: 207110 

Gene 1467: Start: 207113 End: 207119 

Gene 1468: Start: 207428 End: 207500 

Gene 1469: Start: 207524 End: 207551 

Gene 1470: Start: 207683 End: 207719 

Gene 1471: Start: 207728 End: 207842 

Gene 1472: Start: 207854 End: 207878 

Gene 1473: Start: 207881 End: 207908 

Gene 1474: Start: 208114 End: 208165 

Gene 1475: Start: 208229 End: 208295 

Gene 1476: Start: 208482 End: 208572 

Gene 1477: Start: 208657 End: 208762 

Gene 1478: Start: 208768 End: 208783 

Gene 1479: Start: 208935 End: 208977 

Gene 1480: Start: 208982 End: 209006 

Gene 1481: Start: 209025 End: 209079 

Gene 1482: Start: 209171 End: 209198 

Gene 1483: Start: 209201 End: 209243 

Gene 1484: Start: 209286 End: 209328 

Gene 1485: Start: 209363 End: 209411 

Gene 1486: Start: 209416 End: 209476 

Gene 1487: Start: 209522 End: 209651 

Gene 1488: Start: 209760 End: 209814 

Gene 1489: Start: 209861 End: 209978 

Gene 1490: Start: 210072 End: 210090 

Gene 1491: Start: 210113 End: 210131 

Gene 1492: Start: 210139 End: 210241 

Gene 1493: Start: 210280 End: 210421 

Gene 1494: Start: 210439 End: 210460 

Gene 1495: Start: 210704 End: 210764 

Gene 1496: Start: 210890 End: 210893 

Gene 1497: Start: 210918 End: 210954 

Gene 1498: Start: 210957 End: 210963 

Gene 1499: Start: 210974 End: 211154 

Gene 1500: Start: 211163 End: 211181 

Gene 1501: Start: 211323 End: 211554 

Gene 1502: Start: 211675 End: 211702 

Gene 1503: Start: 211711 End: 211741 

Gene 1504: Start: 211951 End: 212290 

Gene 1505: Start: 212335 End: 212518 

Gene 1506: Start: 212527 End: 212530 

Gene 1507: Start: 212602 End: 212638 

Gene 1508: Start: 212770 End: 212776 

Gene 1509: Start: 212908 End: 212932 

Gene 1510: Start: 212957 End: 212981 

Gene 1511: Start: 213093 End: 213132 

Gene 1512: Start: 213237 End: 213288 

Gene 1513: Start: 213334 End: 213385 

Gene 1514: Start: 213420 End: 213465 

Gene 1515: Start: 213623 End: 213653 

Gene 1516: Start: 213697 End: 213793 

Gene 1517: Start: 213828 End: 214089 

Gene 1518: Start: 214135 End: 214231 

Gene 1519: Start: 214262 End: 214265 

Gene 1520: Start: 214331 End: 214427 

Gene 1521: Start: 214512 End: 214524 

Gene 1522: Start: 214529 End: 214553 

Gene 1523: Start: 214710 End: 214803 

Gene 1524: Start: 214869 End: 215013 

Gene 1525: Start: 215080 End: 215083 

Gene 1526: Start: 215214 End: 215223 

Gene 1527: Start: 215257 End: 215272 

Gene 1528: Start: 215347 End: 215491 

Gene 1529: Start: 215520 End: 215616 

Gene 1530: Start: 215652 End: 215664 

Gene 1531: Start: 215796 End: 215814 

Gene 1532: Start: 216174 End: 216324 

Gene 1533: Start: 216428 End: 216455 

Gene 1534: Start: 216525 End: 216534 

Gene 1535: Start: 216572 End: 216578 

Gene 1536: Start: 216632 End: 216809 

Gene 1537: Start: 216866 End: 216887 

Gene 1538: Start: 216917 End: 216944 

Gene 1539: Start: 217155 End: 217263 

Gene 1540: Start: 217346 End: 217385 

Gene 1541: Start: 217433 End: 217505 

Gene 1542: Start: 217524 End: 217569 

Gene 1543: Start: 217605 End: 217656 

Gene 1544: Start: 217743 End: 217842 

Gene 1545: Start: 217938 End: 217986 

Gene 1546: Start: 218262 End: 218478 

Gene 1547: Start: 218519 End: 218576 

Gene 1548: Start: 218697 End: 218706 

Gene 1549: Start: 218747 End: 218750 

Gene 1550: Start: 218798 End: 218957 

Gene 1551: Start: 218982 End: 219090 

Gene 1552: Start: 219170 End: 219233 

Gene 1553: Start: 219252 End: 219411 

Gene 1554: Start: 219494 End: 219590 

Gene 1555: Start: 219824 End: 220091 

Gene 1556: Start: 220119 End: 220449 

Gene 1557: Start: 220550 End: 220568 

Gene 1558: Start: 220640 End: 220667 

Gene 1559: Start: 220716 End: 220725 

Gene 1560: Start: 220818 End: 220839 

Gene 1561: Start: 220968 End: 221049 

Gene 1562: Start: 221151 End: 221199 

Gene 1563: Start: 221384 End: 221444 

Gene 1564: Start: 221457 End: 221493 

Gene 1565: Start: 221577 End: 221580 

Gene 1566: Start: 221741 End: 221768 

Gene 1567: Start: 221834 End: 221849 

Gene 1568: Start: 221933 End: 222287 

Gene 1569: Start: 222378 End: 222390 

Gene 1570: Start: 222477 End: 222495 

Gene 1571: Start: 222639 End: 222672 

Gene 1572: Start: 222728 End: 222902 

Gene 1573: Start: 223002 End: 223014 

Gene 1574: Start: 223064 End: 223094 

Gene 1575: Start: 223121 End: 223181 

Gene 1576: Start: 223688 End: 223718 

Gene 1577: Start: 223799 End: 223874 

Gene 1578: Start: 224366 End: 224369 

Gene 1579: Start: 224490 End: 224493 

Gene 1580: Start: 224802 End: 224937 

Gene 1581: Start: 224951 End: 225014 

Gene 1582: Start: 225162 End: 225270 

Gene 1583: Start: 225287 End: 225299 

Gene 1584: Start: 225347 End: 225443 

Gene 1585: Start: 225470 End: 225485 

Gene 1586: Start: 225602 End: 225728 

Gene 1587: Start: 225753 End: 225771 

Gene 1588: Start: 225798 End: 225939 

Gene 1589: Start: 226155 End: 226212 

Gene 1590: Start: 226376 End: 226445 

Gene 1591: Start: 226509 End: 226548 

Gene 1592: Start: 226563 End: 226617 

Gene 1593: Start: 226638 End: 226647 

Gene 1594: Start: 226671 End: 226725 

Gene 1595: Start: 227055 End: 227079 

Gene 1596: Start: 227192 End: 227237 

Gene 1597: Start: 227241 End: 227412 

Gene 1598: Start: 227489 End: 227495 

Gene 1599: Start: 227588 End: 227600 

Gene 1600: Start: 227735 End: 227756 

Gene 1601: Start: 227793 End: 227856 

Gene 1602: Start: 227990 End: 228083 

Gene 1603: Start: 228240 End: 228243 

Gene 1604: Start: 228401 End: 228440 

Gene 1605: Start: 228527 End: 228809 

Gene 1606: Start: 229025 End: 229034 

Gene 1607: Start: 229095 End: 229104 

Gene 1608: Start: 229265 End: 229274 

Gene 1609: Start: 229355 End: 229547 

Gene 1610: Start: 229686 End: 229689 

Gene 1611: Start: 229734 End: 229803 

Gene 1612: Start: 229845 End: 229851 

Gene 1613: Start: 229914 End: 230043 

Gene 1614: Start: 230130 End: 230178 

Gene 1615: Start: 230487 End: 230502 

Gene 1616: Start: 230616 End: 230625 

Gene 1617: Start: 230735 End: 230900 

Gene 1618: Start: 230987 End: 231062 

Gene 1619: Start: 231125 End: 231209 

Gene 1620: Start: 231626 End: 231749 

Gene 1621: Start: 231777 End: 231831 

Gene 1622: Start: 231903 End: 232002 

Gene 1623: Start: 232256 End: 232331 

Gene 1624: Start: 232344 End: 232347 

Gene 1625: Start: 232442 End: 232511 

Gene 1626: Start: 232608 End: 232632 

Gene 1627: Start: 232710 End: 232773 

Gene 1628: Start: 232854 End: 232857 

Gene 1629: Start: 233043 End: 233091 

Gene 1630: Start: 233135 End: 233138 

Gene 1631: Start: 233333 End: 233438 

Gene 1632: Start: 233489 End: 233495 

Gene 1633: Start: 233624 End: 233660 

Gene 1634: Start: 233948 End: 233963 

Gene 1635: Start: 234092 End: 234098 

Gene 1636: Start: 234117 End: 234192 

Gene 1637: Start: 234204 End: 234246 

Gene 1638: Start: 234249 End: 234285 

Gene 1639: Start: 234290 End: 234317 

Gene 1640: Start: 234396 End: 234435 

Gene 1641: Start: 234708 End: 234777 

Gene 1642: Start: 234825 End: 234900 

Gene 1643: Start: 235103 End: 235133 

Gene 1644: Start: 235272 End: 235374 

Gene 1645: Start: 235400 End: 235535 

Gene 1646: Start: 235599 End: 235602 

Gene 1647: Start: 235614 End: 235770 

Gene 1648: Start: 236274 End: 236316 

Gene 1649: Start: 236378 End: 236477 

Gene 1650: Start: 236577 End: 236589 

Gene 1651: Start: 236660 End: 236699 

Gene 1652: Start: 236903 End: 236954 

Gene 1653: Start: 237014 End: 237098 

Gene 1654: Start: 237326 End: 237389 

Gene 1655: Start: 237542 End: 237596 

Gene 1656: Start: 237647 End: 237770 

Gene 1657: Start: 237797 End: 237839 

Gene 1658: Start: 238116 End: 238155 

Gene 1659: Start: 238229 End: 238238 

Gene 1660: Start: 238263 End: 238278 

Gene 1661: Start: 238457 End: 238478 

Gene 1662: Start: 238514 End: 238565 

Gene 1663: Start: 238590 End: 238632 

Gene 1664: Start: 238803 End: 238815 

Gene 1665: Start: 238830 End: 238908 

Gene 1666: Start: 238940 End: 238958 

Gene 1667: Start: 239324 End: 239336 

Gene 1668: Start: 239342 End: 239438 

Gene 1669: Start: 239564 End: 239618 

Gene 1670: Start: 239651 End: 239663 

Gene 1671: Start: 239676 End: 239766 

Gene 1672: Start: 239871 End: 239877 

Gene 1673: Start: 239894 End: 239933 

Gene 1674: Start: 240026 End: 240062 

Gene 1675: Start: 240080 End: 240092 

Gene 1676: Start: 240275 End: 240317 

Gene 1677: Start: 240338 End: 240491 

Gene 1678: Start: 240519 End: 240534 

Gene 1679: Start: 240666 End: 240684 

Gene 1680: Start: 240735 End: 240774 

Gene 1681: Start: 240809 End: 240854 

Gene 1682: Start: 240872 End: 240905 

Gene 1683: Start: 240920 End: 240941 

Gene 1684: Start: 240968 End: 240971 

Gene 1685: Start: 240992 End: 241202 

Gene 1686: Start: 241323 End: 241410 

Gene 1687: Start: 241415 End: 241502 

Gene 1688: Start: 241536 End: 241551 

Gene 1689: Start: 241593 End: 241626 

Gene 1690: Start: 241665 End: 241722 

Gene 1691: Start: 241850 End: 241877 

Gene 1692: Start: 241895 End: 241958 

Gene 1693: Start: 242070 End: 242118 

Gene 1694: Start: 242178 End: 242247 

Gene 1695: Start: 242385 End: 242412 

Gene 1696: Start: 242625 End: 242652 

Gene 1697: Start: 242655 End: 242829 

Gene 1698: Start: 242991 End: 243048 

Gene 1699: Start: 243059 End: 243101 

Gene 1700: Start: 243123 End: 243150 

Gene 1701: Start: 243299 End: 243437 

Gene 1702: Start: 243452 End: 243461 

Gene 1703: Start: 243489 End: 243507 

Gene 1704: Start: 243524 End: 243707 

Gene 1705: Start: 243741 End: 243753 

Gene 1706: Start: 243818 End: 243830 

Gene 1707: Start: 243911 End: 243986 

Gene 1708: Start: 244020 End: 244044 

Gene 1709: Start: 244067 End: 244211 

Gene 1710: Start: 244253 End: 244355 

Gene 1711: Start: 244508 End: 244550 

Gene 1712: Start: 244611 End: 244674 

Gene 1713: Start: 244697 End: 244703 

Gene 1714: Start: 244898 End: 245039 

Gene 1715: Start: 245213 End: 245288 

Gene 1716: Start: 245397 End: 245430 

Gene 1717: Start: 245595 End: 245646 

Gene 1718: Start: 246072 End: 246213 

Gene 1719: Start: 246222 End: 246270 

Gene 1720: Start: 246432 End: 246576 

Gene 1721: Start: 246678 End: 246906 

Gene 1722: Start: 247035 End: 247041 

Gene 1723: Start: 247076 End: 247136 

Gene 1724: Start: 247298 End: 247301 

Gene 1725: Start: 247380 End: 247512 

Gene 1726: Start: 247554 End: 247575 

Gene 1727: Start: 247586 End: 247619 

Gene 1728: Start: 247812 End: 247890 

Gene 1729: Start: 247967 End: 248009 

Gene 1730: Start: 248082 End: 248091 

Gene 1731: Start: 248142 End: 248157 

Gene 1732: Start: 248339 End: 248357 

Gene 1733: Start: 248672 End: 248720 

Gene 1734: Start: 248757 End: 248898 

Gene 1735: Start: 248949 End: 248997 

Gene 1736: Start: 249132 End: 249174 

Gene 1737: Start: 249186 End: 249222 

Gene 1738: Start: 249275 End: 249332 

Gene 1739: Start: 249474 End: 249513 

Gene 1740: Start: 249822 End: 249864 

Gene 1741: Start: 249879 End: 249909 

Gene 1742: Start: 249944 End: 250055 

Gene 1743: Start: 250058 End: 250169 

Gene 1744: Start: 250565 End: 250688 

Gene 1745: Start: 250763 End: 250835 

Gene 1746: Start: 251046 End: 251205 

Gene 1747: Start: 251246 End: 251252 

Gene 1748: Start: 251262 End: 251289 

Gene 1749: Start: 251556 End: 251640 

Gene 1750: Start: 251993 End: 252008 

Gene 1751: Start: 252017 End: 252032 

Gene 1752: Start: 252047 End: 252125 

Gene 1753: Start: 252267 End: 252357 

Gene 1754: Start: 252360 End: 252369 

Gene 1755: Start: 252465 End: 252603 

Gene 1756: Start: 252638 End: 252866 

Gene 1757: Start: 253083 End: 253113 

Gene 1758: Start: 253205 End: 253313 

Gene 1759: Start: 253353 End: 253374 

Gene 1760: Start: 253622 End: 253745 

Gene 1761: Start: 253949 End: 253997 

Gene 1762: Start: 254112 End: 254151 

Gene 1763: Start: 254277 End: 254307 

Gene 1764: Start: 254499 End: 254718 

Gene 1765: Start: 254739 End: 254745 

Gene 1766: Start: 254775 End: 254850 

Gene 1767: Start: 255033 End: 255090 

Gene 1768: Start: 255098 End: 255116 

Gene 1769: Start: 255188 End: 255458 

Gene 1770: Start: 255492 End: 255555 

Gene 1771: Start: 255785 End: 255932 

Gene 1772: Start: 256004 End: 256196 

Gene 1773: Start: 256308 End: 256368 

Gene 1774: Start: 256508 End: 256541 

Gene 1775: Start: 256673 End: 256676 

Gene 1776: Start: 256679 End: 256682 

Gene 1777: Start: 256790 End: 256841 

Gene 1778: Start: 256991 End: 257012 

Gene 1779: Start: 257028 End: 257034 

Gene 1780: Start: 257058 End: 257070 

Gene 1781: Start: 257087 End: 257123 

Gene 1782: Start: 257141 End: 257150 

Gene 1783: Start: 257165 End: 257177 

Gene 1784: Start: 257243 End: 257276 

Gene 1785: Start: 257336 End: 257411 

Gene 1786: Start: 257469 End: 257538 

Gene 1787: Start: 257718 End: 257862 

Gene 1788: Start: 257868 End: 257964 

Gene 1789: Start: 257978 End: 258026 

Gene 1790: Start: 258192 End: 258423 

Gene 1791: Start: 258491 End: 258497 

Gene 1792: Start: 258501 End: 258609 

Gene 1793: Start: 258657 End: 258678 

Gene 1794: Start: 258764 End: 258800 

Gene 1795: Start: 258860 End: 258923 

Gene 1796: Start: 258969 End: 259122 

Gene 1797: Start: 259227 End: 259434 

Gene 1798: Start: 259542 End: 259704 

Gene 1799: Start: 259760 End: 259802 

Gene 1800: Start: 259863 End: 259989 

Gene 1801: Start: 260403 End: 260430 

Gene 1802: Start: 260588 End: 260654 

Gene 1803: Start: 260744 End: 260804 

Gene 1804: Start: 260849 End: 260930 

Gene 1805: Start: 260964 End: 261150 

Gene 1806: Start: 261170 End: 261188 

Gene 1807: Start: 261237 End: 261306 

Gene 1808: Start: 261392 End: 261428 

Gene 1809: Start: 261468 End: 261519 

Gene 1810: Start: 261729 End: 261837 

Gene 1811: Start: 261918 End: 261987 

Gene 1812: Start: 262011 End: 262023 

Gene 1813: Start: 262055 End: 262112 

Gene 1814: Start: 262175 End: 262226 

Gene 1815: Start: 262239 End: 262251 

Gene 1816: Start: 262583 End: 262586 

Gene 1817: Start: 262644 End: 262899 

Gene 1818: Start: 263000 End: 263039 

Gene 1819: Start: 263169 End: 263181 

Gene 1820: Start: 263192 End: 263198 

Gene 1821: Start: 263229 End: 263271 

Gene 1822: Start: 263414 End: 263450 

Gene 1823: Start: 263790 End: 263832 

Gene 1824: Start: 263972 End: 263987 

Gene 1825: Start: 264026 End: 264080 

Gene 1826: Start: 264296 End: 264362 

Gene 1827: Start: 264452 End: 264476 

Gene 1828: Start: 264479 End: 264494 

Gene 1829: Start: 264510 End: 264612 

Gene 1830: Start: 264689 End: 264692 

Gene 1831: Start: 265113 End: 265137 

Gene 1832: Start: 265178 End: 265262 

Gene 1833: Start: 265284 End: 265416 

Gene 1834: Start: 265452 End: 265482 

Gene 1835: Start: 265529 End: 265577 

Gene 1836: Start: 265677 End: 265713 

Gene 1837: Start: 265746 End: 265836 

Gene 1838: Start: 265977 End: 265983 

Gene 1839: Start: 266066 End: 266132 

Gene 1840: Start: 266193 End: 266361 

Gene 1841: Start: 266618 End: 266627 

Gene 1842: Start: 266675 End: 266678 

Gene 1843: Start: 266718 End: 266736 

Gene 1844: Start: 266741 End: 266774 

Gene 1845: Start: 266793 End: 266904 

Gene 1846: Start: 266922 End: 266928 

Gene 1847: Start: 266931 End: 266964 

Gene 1848: Start: 266972 End: 267011 

Gene 1849: Start: 267152 End: 267296 

Gene 1850: Start: 267366 End: 267432 

Gene 1851: Start: 267498 End: 267666 

Gene 1852: Start: 267770 End: 267773 

Gene 1853: Start: 268266 End: 268281 

Gene 1854: Start: 268296 End: 268302 

Gene 1855: Start: 268535 End: 268547 

Gene 1856: Start: 268598 End: 268616 

Gene 1857: Start: 268626 End: 268680 

Gene 1858: Start: 268692 End: 268710 

Gene 1859: Start: 268715 End: 268802 

Gene 1860: Start: 268920 End: 268929 

Gene 1861: Start: 268973 End: 269036 

Gene 1862: Start: 269118 End: 269127 

Gene 1863: Start: 269253 End: 269334 

Gene 1864: Start: 269414 End: 269429 

Gene 1865: Start: 269627 End: 269648 

Gene 1866: Start: 269738 End: 269819 

Gene 1867: Start: 270009 End: 270072 

Gene 1868: Start: 270104 End: 270269 

Gene 1869: Start: 270602 End: 270623 

Gene 1870: Start: 270690 End: 270735 

Gene 1871: Start: 270771 End: 270789 

Gene 1872: Start: 270846 End: 270888 

Gene 1873: Start: 270893 End: 270923 

Gene 1874: Start: 271064 End: 271094 

Gene 1875: Start: 271190 End: 271250 

Gene 1876: Start: 271394 End: 271481 

Gene 1877: Start: 271529 End: 271550 

Gene 1878: Start: 271649 End: 271700 

Gene 1879: Start: 271706 End: 271733 

Gene 1880: Start: 271925 End: 271934 

Gene 1881: Start: 271964 End: 272132 

Gene 1882: Start: 272198 End: 272219 

Gene 1883: Start: 272232 End: 272310 

Gene 1884: Start: 272366 End: 272396 

Gene 1885: Start: 272561 End: 272564 

Gene 1886: Start: 272613 End: 272640 

Gene 1887: Start: 272906 End: 272999 

Gene 1888: Start: 273188 End: 273200 

Gene 1889: Start: 273243 End: 273294 

Gene 1890: Start: 273524 End: 273539 

Gene 1891: Start: 273602 End: 273635 

Gene 1892: Start: 274383 End: 274548 

Gene 1893: Start: 274593 End: 274635 

Gene 1894: Start: 275043 End: 275085 

Gene 1895: Start: 275459 End: 275480 

Gene 1896: Start: 275496 End: 275499 

Gene 1897: Start: 275511 End: 275544 

Gene 1898: Start: 275868 End: 275880 

Gene 1899: Start: 275916 End: 275925 

Gene 1900: Start: 275940 End: 276000 

Gene 1901: Start: 276015 End: 276054 

Gene 1902: Start: 276200 End: 276554 

Gene 1903: Start: 276569 End: 276581 

Gene 1904: Start: 276612 End: 276618 

Gene 1905: Start: 276626 End: 276683 

Gene 1906: Start: 276728 End: 276764 

Gene 1907: Start: 277019 End: 277202 

Gene 1908: Start: 277211 End: 277232 

Gene 1909: Start: 277248 End: 277290 

Gene 1910: Start: 277368 End: 277371 

Gene 1911: Start: 277623 End: 277662 

Gene 1912: Start: 277736 End: 277769 

Gene 1913: Start: 277839 End: 277950 

Gene 1914: Start: 278013 End: 278070 

Gene 1915: Start: 278081 End: 278153 

Gene 1916: Start: 278160 End: 278166 

Gene 1917: Start: 278172 End: 278208 

Gene 1918: Start: 278264 End: 278333 

Gene 1919: Start: 278474 End: 278516 

Gene 1920: Start: 278613 End: 278658 

Gene 1921: Start: 278823 End: 278835 

Gene 1922: Start: 278853 End: 279006 

Gene 1923: Start: 279015 End: 279090 

Gene 1924: Start: 279135 End: 279246 

Gene 1925: Start: 279281 End: 279305 

Gene 1926: Start: 279344 End: 279395 

Gene 1927: Start: 279450 End: 279480 

Gene 1928: Start: 279570 End: 279645 

Gene 1929: Start: 279684 End: 279795 

Gene 1930: Start: 279873 End: 280044 

Gene 1931: Start: 280065 End: 280107 

Gene 1932: Start: 280119 End: 280152 

Gene 1933: Start: 280385 End: 280403 

Gene 1934: Start: 280464 End: 280485 

Gene 1935: Start: 280629 End: 280659 

Gene 1936: Start: 280662 End: 280671 

Gene 1937: Start: 280724 End: 280823 

Gene 1938: Start: 280896 End: 280902 

Gene 1939: Start: 280907 End: 281054 

Gene 1940: Start: 281109 End: 281178 

Gene 1941: Start: 281541 End: 281742 

